State,Agency type,Agency name,Race,Religion,"Sexual
orientation",Ethnicity,Disability,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Wisconsin,,West Allis,1,0,0,0,0,0,1,0,0,"60,870"
Wisconsin,Universities and Colleges,,1,0,5,0,0,,,,,
Wisconsin,,"University of Wisconsin, Platteville",1,0,5,0,0,0,1,0,5,"8,262"
Wisconsin,Metropolitan Counties,,1,0,1,0,0,,,,,
Wisconsin,,Dane,1,0,0,0,0,1,0,0,0,
Wisconsin,,Iowa,0,0,1,0,0,0,0,0,1,
Wisconsin,Nonmetropolitan Counties,,1,1,0,1,7,,,,,
Wisconsin,,Burnett,1,1,0,0,1,0,1,2,0,
Wisconsin,,Grant,0,0,0,1,0,0,0,0,1,
Wisconsin,,Juneau,0,0,0,0,5,1,1,2,1,
Wisconsin,,Lincoln,0,0,0,0,1,0,1,0,0,
Wyoming,Total,,1,0,0,1,0,,,,,
Wyoming,Cities,,1,0,0,0,0,,,,,
Wyoming,,Rawlins,1,0,0,0,0,0,1,0,0,"9,337"
Wyoming,Nonmetropolitan Counties,,0,0,0,1,0,,,,,
Wyoming,,Sublette,0,0,0,1,0,0,1,0,0,
