,FIPS,County Name,Agency name,State,Latitude,Longitude,2012 Crimes,2013 Crimes,2014 Crimes,2015 Crimes,2016 Crimes,Total Crimes,FIPS_block
1570,26163,Wayne,Lincoln Park,Michigan,42.250594299999996,-83.17853609999999,0.0,0.0,2.0,2.0,1.0,5.0,261635774001001
1455,26165,Wexford,Cadillac,Michigan,44.2519526,-85.40116189999998,0.0,0.0,1.0,3.0,1.0,5.0,261653807003024
1715,27003,Anoka,Lino Lakes,Minnesota,45.1602442,-93.0888324,0.0,0.0,0.0,0.0,0.0,0.0,270030502371040
1741,27003,Anoka,Spring Lake Park,Minnesota,45.107743299999996,-93.2380038,0.0,1.0,0.0,2.0,1.0,4.0,270030510011057
1701,27003,Anoka,Coon Rapids,Minnesota,45.1732394,-93.3030063,0.0,0.0,0.0,2.0,0.0,2.0,270030506081015
1711,27003,Anoka,Fridley,Minnesota,45.086076500000004,-93.2632821,0.0,0.0,2.0,0.0,0.0,2.0,270030512023006
1700,27003,Anoka,Columbia Heights,Minnesota,45.0481968,-93.2474098,0.0,2.0,0.0,0.0,0.0,2.0,270030513022032
1695,27003,Anoka,Blaine,Minnesota,45.1607987,-93.2349489,4.0,4.0,4.0,1.0,2.0,15.0,270030508131035
1694,27007,Beltrami,Bemidji,Minnesota,47.471573,-94.88268609999999,1.0,0.0,0.0,0.0,0.0,1.0,270074506005032
1717,27013,Blue Earth,Mankato,Minnesota,44.1635775,-93.9993996,5.0,4.0,2.0,11.0,3.0,25.0,270131707001036
1699,27019,Carver,Chaska,Minnesota,44.7893446,-93.6018389,0.0,1.0,0.0,0.0,0.0,1.0,270190910003044
1725,27027,Clay,Moorhead,Minnesota,46.8737648,-96.7678039,1.0,1.0,1.0,0.0,0.0,3.0,270270203001035
1703,27035,Crow Wing,Crosby,Minnesota,46.4821848,-93.95776109999998,0.0,1.0,0.0,0.0,0.0,1.0,270359507005051
1721,27037,Dakota,Mendota Heights,Minnesota,44.8835768,-93.13827490000001,0.0,0.0,1.0,0.0,0.0,1.0,270370606051006
1693,27037,Dakota,Apple Valley,Minnesota,44.7319094,-93.21772,0.0,0.0,0.0,0.0,0.0,0.0,270370608242016
1713,27037,Dakota,Inver Grove Heights,Minnesota,44.8480218,-93.0427153,1.0,1.0,4.0,1.0,7.0,14.0,270370605072001
1751,27037,Dakota,West St. Paul,Minnesota,44.9160768,-93.1016074,0.0,1.0,0.0,0.0,0.0,1.0,270370601022007
1740,27037,Dakota,South St. Paul,Minnesota,44.8759802,-93.0275802,0.0,0.0,0.0,0.0,1.0,1.0,270370604021009
1706,27037,Dakota,Eagan,Minnesota,44.804132200000005,-93.1668858,0.0,2.0,5.0,1.0,2.0,10.0,270370607312001
1692,27041,Douglas,Alexandria,Minnesota,45.8848164,-95.37766629999999,0.0,0.0,0.0,0.0,0.0,0.0,270414507013011
1730,27049,Goodhue,Red Wing,Minnesota,44.5660691,-92.5369563,1.0,0.0,0.0,0.0,0.0,1.0,270490801011001
1742,27053,Hennepin,St. Anthony,Minnesota,45.0205565,-93.2179335,0.0,1.0,0.0,0.0,0.0,1.0,270530201021015
1744,27053,Hennepin,St. Louis Park,Minnesota,44.9597376,-93.3702186,2.0,7.0,1.0,3.0,5.0,18.0,270530221011008
1747,27053,Hennepin,"University of Minnesota, Twin Cities",Minnesota,44.97399,-93.2277285,0.0,0.0,0.0,0.0,1.0,1.0,270531049005023
1732,27053,Hennepin,Robbinsdale,Minnesota,45.032187,-93.3385614,0.0,0.0,1.0,0.0,0.0,1.0,270530213001002
1731,27053,Hennepin,Richfield,Minnesota,44.8832982,-93.2830021,2.0,0.0,0.0,0.0,0.0,2.0,270530244001034
1729,27053,Hennepin,Plymouth,Minnesota,45.01051939999999,-93.4555093,0.0,5.0,5.0,2.0,5.0,17.0,270530265141001
1728,27053,Hennepin,Orono,Minnesota,44.97135189999999,-93.60440329999999,0.0,0.0,0.0,0.0,1.0,1.0,270530272013044
1750,27053,Hennepin,Wayzata,Minnesota,44.97413,-93.50662170000001,0.0,0.0,0.0,0.0,1.0,1.0,270530273004016
1726,27053,Hennepin,New Hope,Minnesota,45.0380201,-93.38661850000001,1.0,0.0,0.0,1.0,1.0,3.0,270530215033022
1696,27053,Hennepin,Bloomington,Minnesota,44.840798,-93.29827990000001,0.0,0.0,0.0,0.0,1.0,1.0,270530256012005
1724,27053,Hennepin,Minnetrista,Minnesota,44.938296,-93.7177406,1.0,0.0,0.0,0.0,0.0,1.0,270530277002031
1723,27053,Hennepin,Minnetonka,Minnesota,44.9211836,-93.46874890000001,1.0,0.0,1.0,1.0,2.0,5.0,270530262063003
1722,27053,Hennepin,Minneapolis,Minnesota,44.977753,-93.2650108,15.0,27.0,24.0,14.0,33.0,113.0,270531261003028
1698,27053,Hennepin,Brooklyn Park,Minnesota,45.0941315,-93.3563405,2.0,3.0,0.0,6.0,9.0,20.0,270530268106002
1718,27053,Hennepin,Maple Grove,Minnesota,45.072464200000006,-93.4557877,0.0,0.0,0.0,2.0,0.0,2.0,270530267154011
1707,27053,Hennepin,Eden Prairie,Minnesota,44.8546856,-93.470786,0.0,1.0,0.0,1.0,0.0,2.0,270530260153019
1697,27053,Hennepin,Brooklyn Center,Minnesota,45.076076,-93.3327283,0.0,0.0,0.0,0.0,1.0,1.0,270530203011018
1712,27053,Hennepin,Hopkins,Minnesota,44.9260794,-93.40441870000001,0.0,0.0,0.0,2.0,0.0,2.0,270530233001025
1704,27053,Hennepin,Crystal,Minnesota,45.0327425,-93.3602286,0.0,0.0,1.0,0.0,2.0,3.0,270530209022000
1720,27083,Lyon,Marshall,Minnesota,44.448423,-95.7911916,0.0,2.0,1.0,0.0,0.0,3.0,270833603004005
1716,27097,Morrison,Little Falls,Minnesota,45.9805556,-94.3694444,0.0,0.0,0.0,0.0,1.0,1.0,270977807002036
1753,27105,Nobles,Worthington,Minnesota,43.621098499999995,-95.5941436,0.0,0.0,0.0,1.0,0.0,1.0,271051055003026
1733,27109,Olmsted,Rochester,Minnesota,44.0121221,-92.4801989,3.0,4.0,0.0,1.0,0.0,8.0,271090004003020
1739,27123,Ramsey,Shoreview,Minnesota,45.0791325,-93.1471667,0.0,0.0,0.0,0.0,0.0,0.0,271230407032013
1745,27123,Ramsey,St. Paul,Minnesota,44.953702899999996,-93.0899578,8.0,28.0,15.0,11.0,7.0,69.0,271230342023006
1734,27123,Ramsey,Roseville,Minnesota,45.00607670000001,-93.15661070000002,1.0,2.0,1.0,2.0,2.0,8.0,271230418004011
1719,27123,Ramsey,Maplewood,Minnesota,44.953021500000006,-92.9952153,1.0,0.0,1.0,4.0,2.0,8.0,271230425012056
1710,27131,Rice,Faribault,Minnesota,44.2949636,-93.268827,0.0,0.0,0.0,0.0,0.0,0.0,271310707004010
1705,27137,St. Louis,Duluth,Minnesota,46.78667189999999,-92.10048520000001,0.0,1.0,1.0,2.0,0.0,4.0,271370019001016
1709,27137,St. Louis,Eveleth,Minnesota,47.46242789999999,-92.5399063,1.0,0.0,1.0,0.0,0.0,2.0,271370133003012
1738,27139,Scott,Shakopee,Minnesota,44.79739620000001,-93.5272861,1.0,0.0,0.0,0.0,0.0,1.0,271390805001027
1737,27139,Scott,Savage,Minnesota,44.7647329,-93.3591147,0.0,0.0,0.0,0.0,1.0,1.0,271390802031007
1714,27139,Scott,Jordan,Minnesota,44.671194899999996,-93.6294286,0.0,0.0,1.0,0.0,0.0,1.0,271390808002047
1708,27141,Sherburne,Elk River,Minnesota,45.33772829999999,-93.5691122,2.0,1.0,0.0,0.0,0.0,3.0,271410305041027
1743,27145,Stearns,St. Cloud,Minnesota,45.5579451,-94.1632404,1.0,8.0,5.0,3.0,4.0,21.0,271450116002034
1735,27145,Stearns,Sartell,Minnesota,45.621631799999996,-94.2069365,0.0,0.0,0.0,1.0,0.0,1.0,271450101022048
1749,27145,Stearns,Waite Park,Minnesota,45.5571872,-94.2241585,0.0,1.0,0.0,0.0,0.0,1.0,271450005005004
1736,27145,Stearns,Sauk Centre,Minnesota,45.737465,-94.95252159999998,0.0,0.0,0.0,0.0,1.0,1.0,271450115003040
1746,27149,Stevens,"University of Minnesota, Morris",Minnesota,45.58903170000001,-95.8969661,0.0,1.0,0.0,0.0,0.0,1.0,271494802003018
1748,27159,Wadena,Wadena,Minnesota,46.4424614,-95.1361386,0.0,0.0,0.0,2.0,0.0,2.0,271594803002027
1702,27163,Washington,Cottage Grove,Minnesota,44.8277446,-92.9438218,0.0,0.0,0.0,0.0,2.0,2.0,271630712082003
1727,27163,Washington,Oakdale,Minnesota,44.963021600000005,-92.96493609999999,0.0,0.0,0.0,0.0,2.0,2.0,271630709102008
1752,27163,Washington,Woodbury,Minnesota,44.923855200000006,-92.9593797,0.0,1.0,0.0,0.0,0.0,1.0,271630710132003
1756,28033,DeSoto,Olive Branch,Mississippi,34.961760399999996,-89.82953149999999,0.0,0.0,0.0,0.0,4.0,4.0,280330708212003
1754,28047,Harrison,Biloxi,Mississippi,30.396031800000003,-88.88530779999998,3.0,1.0,0.0,0.0,0.0,4.0,280470036002068
1755,28047,Harrison,Gulfport,Mississippi,30.367419800000004,-89.0928155,13.0,3.0,0.0,0.0,0.0,16.0,280470038002020
1757,28071,Lafayette,"University of Mississippi, Oxford",Mississippi,34.364732399999994,-89.538443,1.0,0.0,0.0,0.0,0.0,1.0,280719503012023
1791,29001,Adair,Kirksville,Missouri,40.19475389999999,-92.58324959999999,0.0,0.0,0.0,1.0,0.0,1.0,290019503004016
1803,29013,Bates,Rich Hill,Missouri,38.0964191,-94.36106159999999,0.0,0.0,1.0,0.0,0.0,1.0,290130704002109
1816,29019,Boone,"University of Missouri, Columbia",Missouri,38.94038079999999,-92.3277375,0.0,2.0,0.0,6.0,0.0,8.0,290190022002000
1767,29019,Boone,Columbia,Missouri,38.95170529999999,-92.33407240000001,1.0,0.0,1.0,4.0,5.0,11.0,290190021003045
1768,29019,Boone,Columbia,Missouri,38.95170529999999,-92.33407240000001,1.0,0.0,1.0,4.0,5.0,11.0,290190021003045
1769,29019,Boone,Columbia,Missouri,38.95170529999999,-92.33407240000001,1.0,0.0,1.0,4.0,5.0,11.0,290190021003045
1770,29019,Boone,Columbia,Missouri,38.95170529999999,-92.33407240000001,1.0,0.0,1.0,4.0,5.0,11.0,290190021003045
1808,29021,Buchanan,St. Joseph,Missouri,39.767457799999995,-94.846681,0.0,2.0,0.0,1.0,0.0,3.0,290210012002044
1759,29037,Cass/Van Buren,Belton,Missouri,38.8119527,-94.5318982,1.0,0.0,0.0,0.0,0.0,1.0,290370613003020
1801,29037,Cass/Van Buren,Peculiar,Missouri,38.71917639999999,-94.4585625,1.0,0.0,0.0,0.0,0.0,1.0,290370610021110
1805,29047,Clay,Smithville,Missouri,39.38694419999999,-94.58106590000001,1.0,0.0,0.0,0.0,0.0,1.0,290470220002016
1776,29047,Clay,Gladstone,Missouri,39.203891799999994,-94.554677,0.0,0.0,0.0,1.0,1.0,2.0,290470210041011
1797,29047,Clay,North Kansas City,Missouri,39.14290810000001,-94.5729781,0.0,0.0,0.0,0.0,1.0,1.0,290470221001012
1764,29049,Clinton,Cameron,Missouri,39.74028010000001,-94.241057,0.0,0.0,0.0,0.0,1.0,1.0,290499601001022
1806,29077,Greene,Springfield,Missouri,37.20895720000001,-93.2922989,1.0,2.0,4.0,3.0,0.0,10.0,290770001001023
1758,29077,Greene,Battlefield,Missouri,37.1157216,-93.37042070000001,0.0,0.0,0.0,0.0,1.0,1.0,290770041012020
1790,29095,Jackson,Kansas City,Missouri,39.0997265,-94.5785667,1.0,42.0,0.0,36.0,2.0,81.0,290950157001027
1802,29095,Jackson,Raytown,Missouri,39.0086171,-94.4635638,2.0,1.0,0.0,0.0,0.0,3.0,290950126004007
1792,29095,Jackson,Lee's Summit,Missouri,38.9108408,-94.3821724,5.0,0.0,2.0,2.0,1.0,10.0,290950180003015
1789,29095,Jackson,Kansas City,Missouri,39.0997265,-94.5785667,1.0,42.0,0.0,36.0,39.0,118.0,290950157001027
1788,29095,Jackson,Kansas City,Missouri,39.0997265,-94.5785667,1.0,42.0,23.0,36.0,2.0,104.0,290950157001027
1786,29095,Jackson,Kansas City,Missouri,39.0997265,-94.5785667,37.0,42.0,0.0,36.0,2.0,117.0,290950157001027
1787,29095,Jackson,Kansas City,Missouri,39.0997265,-94.5785667,1.0,42.0,23.0,36.0,39.0,141.0,290950157001027
1760,29095,Jackson,Blue Springs,Missouri,39.0169509,-94.2816148,0.0,0.0,0.0,0.0,1.0,1.0,290950141082032
1784,29095,Jackson,Kansas City,Missouri,39.0997265,-94.5785667,37.0,42.0,23.0,36.0,2.0,140.0,290950157001027
1783,29095,Jackson,Kansas City,Missouri,39.0997265,-94.5785667,37.0,42.0,23.0,36.0,39.0,177.0,290950157001027
1780,29095,Jackson,Independence,Missouri,39.0911161,-94.4155068,5.0,1.0,3.0,3.0,1.0,13.0,290950116001046
1785,29095,Jackson,Kansas City,Missouri,39.0997265,-94.5785667,37.0,42.0,0.0,36.0,39.0,154.0,290950157001027
1778,29095,Jackson,Grandview,Missouri,38.8858407,-94.53300959999999,0.0,1.0,1.0,0.0,0.0,2.0,290950133011041
1777,29095,Jackson,Grain Valley,Missouri,39.015006899999996,-94.198558,1.0,0.0,1.0,0.0,0.0,2.0,290950140072016
1782,29097,Jasper,Joplin,Missouri,37.08422710000001,-94.513281,0.0,2.0,0.0,1.0,0.0,3.0,290970101001080
1773,29099,Jefferson,De Soto,Missouri,38.139497799999994,-90.55512579999998,1.0,0.0,0.0,0.0,0.0,1.0,290997012004002
1794,29109,Lawrence,Marionville,Missouri,37.0031121,-93.6374213,0.0,0.0,0.0,0.0,1.0,1.0,291094705004074
1793,29121,Macon,Macon,Missouri,39.74225610000001,-92.4726859,1.0,0.0,0.0,0.0,0.0,1.0,291219604002060
1775,29123,Madison,Fredericktown,Missouri,37.55977540000001,-90.2940069,0.0,0.0,0.0,0.0,0.0,0.0,291239602002108
1795,29147,Nodaway,Maryville,Missouri,40.346101700000006,-94.87247059999999,0.0,0.0,0.0,1.0,0.0,1.0,291474704002020
1798,29147,Nodaway,Northwest Missouri State University,Missouri,40.3519854,-94.8825243,0.0,0.0,0.0,1.0,0.0,1.0,291474703003010
1804,29161,Phelps,Rolla,Missouri,37.948544,-91.7715303,4.0,0.0,1.0,2.0,2.0,9.0,291618908002042
1761,29167,Polk,Bolivar,Missouri,37.6144838,-93.41047490000001,0.0,0.0,1.0,0.0,1.0,2.0,291679602004067
1772,29169,Pulaski,Crocker,Missouri,37.948928,-92.2637823,0.0,0.0,0.0,0.0,0.0,0.0,291694701022013
1814,29183,St. Charles,St. Peters,Missouri,38.7874699,-90.6298922,3.0,0.0,1.0,0.0,3.0,7.0,291833113122000
1807,29183,St. Charles,St. Charles,Missouri,38.7881062,-90.4974359,1.0,1.0,0.0,0.0,1.0,3.0,291833106012042
1815,29189,St. Louis,University City,Missouri,38.6682407,-90.3324856,0.0,1.0,0.0,5.0,1.0,7.0,291892157006013
1765,29189,St. Louis,Chesterfield,Missouri,38.6631083,-90.5770675,0.0,0.0,0.0,0.0,2.0,2.0,291892216281005
1813,29189,St. Louis,"St. Louis Community College, Meramec",Missouri,38.5684131,-90.4205056,0.0,0.0,0.0,1.0,0.0,1.0,291892183004004
1766,29189,St. Louis,Clayton,Missouri,38.6425518,-90.3237263,0.0,1.0,0.0,0.0,1.0,2.0,291892164003009
1781,29189,St. Louis,Jennings,Missouri,38.7192175,-90.2603903,0.0,0.0,5.0,0.0,0.0,5.0,291892121013005
1779,29189,St. Louis,Hazelwood,Missouri,38.7714396,-90.3709489,0.0,0.0,1.0,0.0,0.0,1.0,291892114021033
1763,29189,St. Louis,Bridgeton,Missouri,38.7669954,-90.4115057,0.0,0.0,0.0,0.0,0.0,0.0,291892131011005
1800,29189,St. Louis,Pagedale,Missouri,38.6833847,-90.3076143,0.0,0.0,0.0,1.0,0.0,1.0,291892142003004
1799,29189,St. Louis,Overland,Missouri,38.701162599999996,-90.36233809999999,1.0,0.0,0.0,1.0,0.0,2.0,291892144002029
1774,29189,St. Louis,Edmundson,Missouri,38.735884399999996,-90.36400440000001,1.0,0.0,0.0,0.0,0.0,1.0,291892134001002
1771,29189,St. Louis,Creve Coeur,Missouri,38.6608855,-90.422618,2.0,0.0,0.0,0.0,0.0,2.0,291892153012000
1796,29211,Sullivan,Milan,Missouri,40.2022408,-93.125209,1.0,0.0,0.0,0.0,0.0,1.0,292114803003075
1762,29213,Taney,Branson,Missouri,36.6436731,-93.2185144,0.0,1.0,0.0,0.0,1.0,2.0,292134802014040
1817,29219,Warren,Warrenton,Missouri,38.821184499999994,-91.13919770000001,0.0,0.0,0.0,1.0,0.0,1.0,292198201021001
1809,29510,St. Louis City,St. Louis,Missouri,38.6270025,-90.1994042,3.0,5.0,5.0,8.0,9.0,30.0,295101255002011
1810,29510,St. Louis City,St. Louis,Missouri,38.6270025,-90.1994042,3.0,5.0,5.0,8.0,1.0,22.0,295101255002011
1811,29510,St. Louis City,St. Louis,Missouri,38.6270025,-90.1994042,3.0,5.0,1.0,8.0,9.0,26.0,295101255002011
1812,29510,St. Louis City,St. Louis,Missouri,38.6270025,-90.1994042,3.0,5.0,1.0,8.0,1.0,18.0,295101255002011
1831,30009,Carbon,Red Lodge,Montana,45.1857782,-109.24682109999999,0.0,0.0,0.0,0.0,0.0,0.0,300090003002054
1823,30013,Cascade,Great Falls,Montana,47.4941836,-111.2833449,0.0,1.0,0.0,0.0,0.0,1.0,300130022003005
1827,30029,Flathead,Kalispell,Montana,48.1919889,-114.31681299999998,0.0,2.0,1.0,2.0,0.0,5.0,300290011002002
1820,30029,Flathead,Columbia Falls,Montana,48.3799643,-114.1804038,0.0,1.0,1.0,0.0,0.0,2.0,300290002033000
1835,30029,Flathead,Whitefish,Montana,48.4106373,-114.3352652,0.0,0.0,0.0,0.0,0.0,0.0,300290004013005
1829,30031,Gallatin,Montana State University,Montana,45.6667557,-111.04981000000001,0.0,1.0,0.0,0.0,0.0,1.0,300310011013013
1825,30041,Hill,Havre,Montana,48.549999,-109.6840887,0.0,0.0,0.0,0.0,1.0,1.0,300410403005016
1830,30047,Lake,Polson,Montana,47.69320039999999,-114.16312749999999,1.0,0.0,0.0,0.0,0.0,1.0,300479403035006
1832,30047,Lake,Ronan City,Montana,47.52882329999999,-114.10150130000001,0.0,0.0,0.0,1.0,0.0,1.0,300479405002066
1826,30049,Lewis and Clark,Helena,Montana,46.589145200000004,-112.03910570000001,1.0,11.0,2.0,5.0,3.0,22.0,300490008004011
1828,30063,Missoula,Missoula,Montana,46.8721284,-113.9940314,2.0,1.0,2.0,0.0,0.0,5.0,300630003002045
1821,30073,Pondera,Conrad,Montana,48.1683058,-111.94474109999999,0.0,0.0,0.0,0.0,1.0,1.0,300739770005066
1822,30077,Powell,Deer Lodge,Montana,46.3990941,-112.73837209999999,0.0,0.0,2.0,0.0,0.0,2.0,300770002004054
1824,30081,Ravalli,Hamilton,Montana,46.2471437,-114.1548162,0.0,1.0,0.0,0.0,0.0,1.0,300810005005025
1834,30081,Ravalli,Stevensville,Montana,46.50992249999999,-114.0931588,0.0,0.0,0.0,1.0,0.0,1.0,300810002013033
1833,30083,Richland,Sidney,Montana,47.7166836,-104.1563253,0.0,0.0,0.0,1.0,0.0,1.0,300830703001153
1819,30087,Rosebud,Colstrip,Montana,45.884161799999994,-106.6236368,0.0,0.0,0.0,0.0,0.0,0.0,300870003001019
1818,30111,Yellowstone,Billings,Montana,45.783285600000006,-108.50069040000001,7.0,6.0,3.0,3.0,3.0,22.0,301110004023024
1843,31019,Buffalo,Kearney,Nebraska,40.69933030000001,-99.08167840000002,3.0,1.0,0.0,0.0,1.0,5.0,310199695001058
1851,31033,Cheyenne,Sidney,Nebraska,41.1448219,-102.9774497,0.0,0.0,0.0,0.0,0.0,0.0,310339550001128
1837,31045,Dawes,Chadron,Nebraska,42.829418700000005,-102.9999069,0.0,0.0,1.0,0.0,0.0,1.0,310459507002006
1839,31047,Dawson,Cozad,Nebraska,40.8563961,-99.9856776,0.0,1.0,0.0,0.0,0.0,1.0,310479683004047
1844,31047,Dawson,Lexington,Nebraska,40.780839799999995,-99.7415045,0.0,2.0,0.0,0.0,0.0,2.0,310479685005018
1841,31053,Dodge,Fremont,Nebraska,41.4333909,-96.4981467,2.0,0.0,0.0,0.0,0.0,2.0,310539642003033
1849,31055,Douglas,Omaha,Nebraska,41.2565369,-95.93450340000001,0.0,7.0,9.0,0.0,5.0,21.0,310550018003006
1842,31079,Hall,Grand Island,Nebraska,40.92639570000001,-98.34201180000001,0.0,2.0,0.0,0.0,2.0,4.0,310790010001014
1852,31109,Lancaster,"University of Nebraska, Lincoln",Nebraska,40.8201966,-96.7004763,0.0,0.0,0.0,1.0,0.0,1.0,311090006002001
1845,31109,Lancaster,Lincoln,Nebraska,40.813615999999996,-96.7025955,0.0,11.0,25.0,10.0,16.0,62.0,311090019001026
1848,31111,Lincoln,North Platte,Nebraska,41.1402759,-100.7601454,1.0,0.0,0.0,0.0,0.0,1.0,311119599006071
1847,31119,Madison,Norfolk,Nebraska,42.03272339999999,-97.4137553,0.0,0.0,1.0,0.0,1.0,2.0,311199610001040
1838,31141,Platte,Columbus,Nebraska,41.43029730000001,-97.35939040000001,0.0,0.0,0.0,0.0,0.0,0.0,311419656002065
1840,31151,Saline,Crete,Nebraska,40.625217299999996,-96.96151409999999,0.0,0.0,0.0,0.0,2.0,2.0,311519606002065
1850,31153,Sarpy,Papillion,Nebraska,41.1544432,-96.04223780000001,0.0,0.0,0.0,0.0,0.0,0.0,311530106191000
1836,31177,Washington,Blair,Nebraska,41.5446975,-96.1350702,0.0,0.0,0.0,0.0,0.0,0.0,311770501024005
1855,32003,Clark,Las Vegas Metropolitan Police Department,Nevada,36.2187932,-115.30977450000002,54.0,42.0,8.0,26.0,20.0,150.0,320030032411002
1856,32003,Clark,North Las Vegas,Nevada,36.1988592,-115.1175013,8.0,1.0,1.0,4.0,4.0,18.0,320030043024001
1859,32003,Clark,"University of Nevada, Las Vegas",Nevada,36.1085197,-115.1431709,0.0,0.0,0.0,1.0,0.0,1.0,320030026031000
2305,32003,Clark,New York,New York,36.102371500000004,-115.17455590000002,319.0,213.0,227.0,225.0,257.0,1241.0,320030067001027
1854,32003,Clark,Henderson,Nevada,36.0395247,-114.9817213,3.0,1.0,2.0,8.0,10.0,24.0,320030054221014
1853,32007,Elko,Carlin,Nevada,40.713806700000006,-116.1039663,0.0,1.0,0.0,0.0,0.0,1.0,320079516001237
1857,32031,Washoe,Reno,Nevada,39.529632899999996,-119.8138027,3.0,3.0,4.0,1.0,1.0,12.0,320310001023005
1858,32031,Washoe,Truckee Meadows Community College,Nevada,39.571054,-119.797564,0.0,0.0,0.0,1.0,0.0,1.0,320310027032011
1864,33001,Belknap,Belmont,New Hampshire,43.4445327,-71.4776054,1.0,0.0,1.0,0.0,1.0,3.0,330019658003059
1888,33001,Belknap,Laconia,New Hampshire,43.527854600000005,-71.47035090000001,0.0,0.0,1.0,0.0,2.0,3.0,330019660003013
1871,33003,Carroll,Conway,New Hampshire,43.9791831,-71.1203479,0.0,0.0,0.0,0.0,0.0,0.0,330039554001033
1886,33005,Cheshire,Keene,New Hampshire,42.933692,-72.27814090000001,0.0,1.0,0.0,0.0,3.0,4.0,330059711003008
1894,33005,Cheshire,Marlborough,New Hampshire,42.9042471,-72.2078343,0.0,0.0,0.0,0.0,0.0,0.0,330059708002059
1874,33005,Cheshire,Dublin,New Hampshire,42.907582299999994,-72.06258170000001,0.0,0.0,0.0,1.0,0.0,1.0,330059704004015
1905,33005,Cheshire,Troy,New Hampshire,42.8314347,-72.1771541,0.0,0.0,0.0,0.0,1.0,1.0,330059708003037
1889,33007,Coos,Lancaster,New Hampshire,44.4889204,-71.5692477,1.0,0.0,1.0,0.0,0.0,2.0,330079505001039
1890,33009,Grafton,Lebanon,New Hampshire,43.6422934,-72.2517569,1.0,0.0,1.0,0.0,0.0,2.0,330099617002029
1867,33009,Grafton,Bristol,New Hampshire,43.5911499,-71.7367162,2.0,0.0,0.0,0.0,0.0,2.0,330099612002002
1882,33009,Grafton,Hanover,New Hampshire,43.7022451,-72.2895526,0.0,0.0,0.0,0.0,0.0,0.0,330099616021000
1891,33009,Grafton,Lincoln,New Hampshire,44.038008700000006,-71.67250659999998,1.0,0.0,0.0,0.0,0.0,1.0,330099604001015
1902,33009,Grafton,Plymouth,New Hampshire,43.7570196,-71.6881528,0.0,0.0,1.0,0.0,0.0,1.0,330099610002000
1861,33009,Grafton,Ashland,New Hampshire,43.695318,-71.6306318,0.0,1.0,0.0,0.0,0.0,1.0,330099611003029
1899,33011,Hillsborough,Pelham,New Hampshire,42.734533899999995,-71.3245067,0.0,3.0,1.0,0.0,0.0,4.0,330112002002026
1863,33011,Hillsborough,Bedford,New Hampshire,42.9463291,-71.51320079999998,0.0,1.0,0.0,0.0,0.0,1.0,330110029023041
1895,33011,Hillsborough,Merrimack,New Hampshire,42.867869299999995,-71.49483219999998,2.0,0.0,0.0,0.0,0.0,2.0,330110141002040
1883,33011,Hillsborough,Hillsborough,New Hampshire,43.114728,-71.895049,0.0,0.0,0.0,0.0,1.0,1.0,330110255002011
1860,33011,Hillsborough,Antrim,New Hampshire,43.030855700000004,-71.9389194,0.0,0.0,0.0,1.0,0.0,1.0,330110250001012
1885,33011,Hillsborough,Hudson,New Hampshire,42.7647763,-71.43980739999998,2.0,0.0,0.0,0.0,0.0,2.0,330110122003019
1893,33011,Hillsborough,Manchester,New Hampshire,42.995639700000005,-71.4547891,2.0,1.0,0.0,1.0,0.0,4.0,330110008003010
1868,33011,Hillsborough,Brookline,New Hampshire,42.73481020000001,-71.6581267,0.0,0.0,0.0,0.0,1.0,1.0,330110180001011
1898,33013,Merrimack,Newbury,New Hampshire,43.32146460000001,-72.03591750000001,0.0,0.0,0.0,0.0,0.0,0.0,330130405002046
1865,33013,Merrimack,Boscawen,New Hampshire,43.32439309999999,-71.636864,0.0,0.0,0.0,0.0,0.0,0.0,330130380001037
1900,33013,Merrimack,Pembroke,New Hampshire,43.18142460000001,-71.4418101,1.0,0.0,0.0,0.0,1.0,2.0,330130032002012
1897,33013,Merrimack,New London,New Hampshire,43.4284925,-71.97569899999998,0.0,0.0,0.0,0.0,0.0,0.0,330130410001010
1866,33013,Merrimack,Bow,New Hampshire,43.1320263,-71.54923769999998,0.0,0.0,0.0,0.0,1.0,1.0,330130310012006
1884,33013,Merrimack,Hooksett,New Hampshire,43.0967213,-71.46512830000002,1.0,0.0,0.0,0.0,0.0,1.0,330130030011009
1870,33013,Merrimack,Concord,New Hampshire,43.2081366,-71.5375718,2.0,3.0,0.0,3.0,1.0,9.0,330130323001011
1875,33013,Merrimack,Dunbarton,New Hampshire,43.102581799999996,-71.6164615,1.0,0.0,0.0,0.0,0.0,1.0,330130300002002
1887,33015,Rockingham,Kingston,New Hampshire,42.9364768,-71.0533918,0.0,0.0,0.0,0.0,0.0,0.0,330151051004056
1881,33015,Rockingham,Hampton Falls,New Hampshire,42.9162234,-70.863811,0.0,1.0,0.0,1.0,0.0,2.0,330150640001049
1880,33015,Rockingham,Hampton,New Hampshire,42.93759319999999,-70.83892190000002,0.0,1.0,0.0,1.0,0.0,2.0,330150650014035
1872,33015,Rockingham,Derry,New Hampshire,42.8806437,-71.32733459999999,0.0,0.0,0.0,0.0,1.0,1.0,330150034002019
1878,33015,Rockingham,Exeter,New Hampshire,42.9814292,-70.9477546,0.0,0.0,0.0,2.0,3.0,5.0,330151062004005
1877,33015,Rockingham,Epping,New Hampshire,43.0534843,-71.0735476,1.0,0.0,0.0,0.0,0.0,1.0,330150590002040
